D
,1,2,3
mean,0.0002265775880131616,0.0007164407752908948,0.0016474497207195835
median,0.0002259727757729598,0.0006729606478940838,0.0015790295239504284
std,7.42143732823886e-05,0.0002355225978603276,0.0002202798342483668
iqr,0.00012464834756032556,0.00032175637885157855,0.00019478650869913855
