D
,1,2,3
mean,0.0004424176351631122,0.0009883511782595173,0.003033511599679739
median,0.0004237059932085614,0.0009667198663311773,0.00211410904476736
std,0.00015959755729389374,9.329523030585243e-05,0.0019943015335352724
iqr,0.0002272708927615149,0.00013841160412262688,0.002897013657677628
